Contig	SoftClippedBases	TotalBases	Fraction
NODE_2841_length_20916_cov_3.456454	140854	1727941	0.0815155
NODE_848_length_29998_cov_3.244624	318626	2355217	0.135285
NODE_1341_length_26455_cov_4.125247	208913	2634606	0.0792957
NODE_2034_length_23359_cov_3.828590	198009	1693120	0.116949
NODE_472_length_34624_cov_3.066474	310300	2739443	0.113271
NODE_1773_length_24405_cov_3.961285	131395	1884057	0.0697405
NODE_126_length_45242_cov_4.606030	1105741	9539838	0.115908
NODE_3004_length_20514_cov_3.405535	123839	1608816	0.0769752
NODE_965_length_29090_cov_3.467904	348201	2432699	0.143134
NODE_1664_length_24817_cov_3.329638	347004	2232530	0.155431
NODE_1258_length_26965_cov_3.886771	118585	2068599	0.0573262
NODE_786_length_30707_cov_3.435572	219803	2339834	0.0939396
NODE_2698_length_21334_cov_3.613610	686377	7937138	0.0864766
NODE_2504_length_21850_cov_3.135810	525113	3754707	0.139855
NODE_675_length_31913_cov_3.417741	516522	3058595	0.168876
NODE_191_length_42089_cov_3.205406	395519	3327949	0.118848
NODE_2058_length_23306_cov_3.977464	325311	2784799	0.116817
NODE_1517_length_25529_cov_3.719662	90867	1938059	0.0468856
NODE_964_length_29092_cov_3.594764	265402	2317030	0.114544
NODE_1410_length_26059_cov_3.210940	162910	1836888	0.088688
NODE_3235_length_20032_cov_3.387147	177268	1583559	0.111943
NODE_1547_length_25345_cov_3.489741	310688	2611941	0.118949
NODE_808_length_30457_cov_3.696818	564039	3362003	0.167769
NODE_1688_length_24686_cov_3.453288	446104	3709452	0.120261
NODE_2745_length_21193_cov_3.823410	74532	1614956	0.0461511
NODE_2241_length_22650_cov_3.672165	195808	1787806	0.109524
NODE_1500_length_25627_cov_3.892118	163788	1923475	0.0851521
NODE_1073_length_28176_cov_3.380418	384179	2424867	0.158433
NODE_895_length_29574_cov_3.726921	197009	2249228	0.0875896
NODE_2708_length_21292_cov_2.939744	274011	1814913	0.150977
NODE_2763_length_21124_cov_4.084281	281785	1916882	0.147002
NODE_2119_length_23088_cov_3.596329	102581	1818583	0.0564071
NODE_2381_length_22212_cov_3.902953	441935	2407359	0.183577
NODE_694_length_31699_cov_3.412310	1315082	6893178	0.19078
NODE_1419_length_26006_cov_3.494847	504932	3588499	0.140708
NODE_3243_length_20013_cov_3.404791	911924	5406402	0.168675
NODE_2541_length_21735_cov_3.911028	125417	1696223	0.073939
NODE_2860_length_20861_cov_3.250506	115468	1611820	0.0716383
NODE_1118_length_27806_cov_3.433067	544554	3124829	0.174267
NODE_2791_length_21065_cov_3.155394	230157	1685989	0.136512
NODE_545_length_33591_cov_3.638361	237887	2726104	0.0872626
NODE_731_length_31175_cov_3.512807	266592	2498447	0.106703
NODE_101_length_46778_cov_4.250412	236737	3534816	0.0669729
NODE_2979_length_20575_cov_3.284089	286081	1859664	0.153835
NODE_2496_length_21871_cov_3.605916	199747	1816942	0.109936
NODE_600_length_32788_cov_3.550766	159552	2325067	0.0686225
NODE_2669_length_21419_cov_3.705722	352858	1850125	0.190721
NODE_2303_length_22462_cov_3.577069	160056	1690699	0.0946685
NODE_1324_length_26528_cov_3.116198	312010	2257551	0.138207
NODE_1353_length_26353_cov_3.730593	187644	2134069	0.0879278
NODE_1312_length_26612_cov_3.469883	693946	4779989	0.145177
NODE_1782_length_24366_cov_3.136770	782190	3725497	0.209956
NODE_2055_length_23312_cov_3.195623	520589	2849024	0.182725
NODE_1881_length_23866_cov_3.308495	203322	1727980	0.117665
NODE_1172_length_27538_cov_3.953096	429755	3522981	0.121986
NODE_417_length_35813_cov_3.312006	278090	2824172	0.0984678
NODE_2343_length_22337_cov_3.055715	144747	1740316	0.0831728
NODE_3178_length_20148_cov_3.267295	165133	1677272	0.0984533
NODE_2210_length_22752_cov_3.205712	1348048	5466060	0.246622
NODE_1317_length_26564_cov_3.490308	444200	2678736	0.165824
NODE_1701_length_24635_cov_3.174112	219496	1804303	0.121651
NODE_3163_length_20188_cov_3.282393	281167	1817384	0.15471
NODE_1900_length_23785_cov_3.601326	108722	1662585	0.0653933
NODE_2719_length_21260_cov_3.235339	247535	1720235	0.143896
NODE_1813_length_24197_cov_4.019670	123089	1791729	0.0686984
NODE_84_length_49465_cov_3.397824	482482	3915517	0.123223
NODE_2965_length_20608_cov_3.926569	90943	1568404	0.0579844
NODE_678_length_31890_cov_3.935988	583942	4702050	0.124189
NODE_1420_length_26003_cov_3.424761	264943	2138077	0.123916
NODE_2875_length_20816_cov_3.315683	130844	1574934	0.083079
NODE_36_length_57678_cov_3.446708	295014	4213876	0.0700101
NODE_761_length_30925_cov_3.718355	132623	2108996	0.0628844
NODE_2951_length_20631_cov_3.866014	231053	1992961	0.115935
NODE_1415_length_26022_cov_3.697064	216218	1998493	0.108191
NODE_217_length_41150_cov_3.686390	221505	2960022	0.0748322
NODE_2382_length_22212_cov_3.241668	123562	1642126	0.0752451
NODE_1005_length_28748_cov_3.680652	630812	3136861	0.201097
NODE_3221_length_20062_cov_3.265942	251184	1808619	0.138882
NODE_762_length_30924_cov_3.349619	153067	2263181	0.0676336
NODE_132_length_44822_cov_3.699774	188637	3542519	0.0532494
NODE_1343_length_26431_cov_3.459897	643357	3216633	0.200009
NODE_1915_length_23720_cov_2.959951	246373	2012026	0.12245
NODE_503_length_34173_cov_3.882139	226406	2594329	0.0872696
NODE_1740_length_24532_cov_3.677608	133753	1719424	0.0777894
NODE_1540_length_25365_cov_3.430579	201386	2074142	0.0970936
NODE_1713_length_24610_cov_3.481865	84611	1850042	0.0457346
NODE_3190_length_20126_cov_3.494882	534397	2835113	0.188492
NODE_2543_length_21730_cov_3.316352	138505	1664177	0.0832273
NODE_950_length_29179_cov_3.686245	159308	2299595	0.0692765
NODE_542_length_33625_cov_3.788940	375222	2818336	0.133136
NODE_3093_length_20308_cov_4.023109	81090	1556003	0.0521143
NODE_1602_length_25038_cov_3.849152	168760	1783936	0.0945998
NODE_2171_length_22886_cov_3.011981	486127	3117166	0.155952
NODE_1334_length_26507_cov_3.818426	132382	1929093	0.068624
NODE_445_length_35176_cov_3.523448	469629	3816717	0.123045
NODE_346_length_37457_cov_3.716955	699632	3856808	0.181402
NODE_1223_length_27218_cov_3.051477	232837	2198562	0.105904
NODE_2831_length_20951_cov_3.618838	202389	1653977	0.122365
NODE_1796_length_24288_cov_3.698003	229342	2253644	0.101765
NODE_3248_length_20002_cov_3.723358	1782081	9867307	0.180605
NODE_2232_length_22678_cov_3.493777	310866	1868077	0.16641
NODE_2612_length_21551_cov_3.788784	328436	2279196	0.144102
NODE_2930_length_20683_cov_3.953265	272435	2049805	0.132908
NODE_350_length_37402_cov_3.463796	205078	2681506	0.0764787
NODE_2513_length_21829_cov_3.436677	81647	1516406	0.0538424
NODE_27_length_61975_cov_3.526909	357391	4534461	0.0788166
NODE_3043_length_20403_cov_3.369385	108242	1574632	0.0687411
NODE_2505_length_21849_cov_3.711678	254584	1901395	0.133893
NODE_1359_length_26308_cov_3.504254	164664	1924423	0.0855654
NODE_3087_length_20321_cov_3.550737	78056	1455359	0.0536335
NODE_2894_length_20768_cov_4.973390	438679	2822149	0.155441
NODE_2426_length_22083_cov_3.312136	471903	2298534	0.205306
NODE_623_length_32391_cov_3.370835	269323	2876319	0.0936346
NODE_2917_length_20714_cov_3.150424	272684	1872326	0.145639
NODE_2868_length_20846_cov_3.778908	127366	1556519	0.0818275
NODE_1068_length_28209_cov_3.536464	825174	4954465	0.166552
NODE_917_length_29403_cov_3.419226	200069	2170248	0.0921872
NODE_1418_length_26008_cov_3.814003	146159	1877308	0.0778556
NODE_2109_length_23135_cov_3.659446	91773	1683815	0.054503
NODE_2890_length_20787_cov_3.685760	368120	2915351	0.12627
NODE_1752_length_24486_cov_3.607209	164214	1935773	0.0848312
NODE_830_length_30220_cov_3.365791	209898	2314984	0.0906693
NODE_2153_length_22937_cov_3.476881	154868	1813882	0.0853793
NODE_2514_length_21827_cov_3.485779	132618	1712398	0.0774458
NODE_2439_length_22054_cov_3.776452	112640	1612515	0.0698536
NODE_1230_length_27182_cov_3.131595	269186	2564673	0.104959
NODE_9_length_70193_cov_3.924587	1087416	8528554	0.127503
NODE_2252_length_22619_cov_3.490053	246161	2078697	0.118421
NODE_2565_length_21691_cov_3.158624	108247	1674184	0.0646566
NODE_325_length_38001_cov_3.336447	444984	3520403	0.126401
NODE_3121_length_20259_cov_3.082639	1175470	4109043	0.286069
NODE_3081_length_20328_cov_3.194177	219774	1564299	0.140494
NODE_255_length_39824_cov_3.674160	220060	2973309	0.0740118
NODE_2550_length_21725_cov_3.820864	137713	1639447	0.0839997
NODE_1234_length_27157_cov_3.276517	2548961	6776258	0.376161
NODE_935_length_29297_cov_3.401295	880275	3762229	0.233977
NODE_1894_length_23804_cov_3.600422	307161	2200027	0.139617
NODE_171_length_42620_cov_3.394864	420144	3765352	0.111582
NODE_2901_length_20759_cov_3.183930	163111	1616571	0.100899
NODE_934_length_29301_cov_3.639853	412301	2849605	0.144687
NODE_962_length_29113_cov_3.388743	494605	2705883	0.182789
NODE_116_length_45728_cov_3.788797	373316	3594546	0.103856
NODE_722_length_31319_cov_3.187348	197954	2522326	0.0784807
NODE_2033_length_23363_cov_3.723994	140634	1928986	0.0729057
NODE_402_length_35994_cov_3.624154	315031	2829213	0.111349
NODE_1255_length_26997_cov_3.373708	297571	2372570	0.125421
NODE_709_length_31576_cov_3.176287	233894	2525777	0.0926028
NODE_1988_length_23490_cov_3.589971	193653	1938740	0.099886
NODE_2799_length_21031_cov_3.571852	115248	1574621	0.0731909
NODE_1733_length_24553_cov_3.757545	185484	1849539	0.100287
NODE_2595_length_21612_cov_3.311068	240729	1666284	0.144471
NODE_2304_length_22459_cov_3.612209	226225	2144702	0.105481
NODE_1478_length_25718_cov_3.065537	584503	2693503	0.217005
NODE_2600_length_21603_cov_3.160668	201662	1863152	0.108237
NODE_2790_length_21068_cov_2.999714	221456	1633357	0.135583
NODE_998_length_28773_cov_3.404548	167387	2182142	0.0767077
NODE_661_length_32038_cov_3.639970	317361	2759135	0.115022
NODE_1403_length_26095_cov_3.991268	150967	1874655	0.0805306
NODE_2800_length_21023_cov_3.110925	861183	3994310	0.215602
NODE_146_length_43811_cov_3.609535	226711	3200589	0.0708341
NODE_745_length_31084_cov_3.955172	148437	2475193	0.0599699
NODE_1866_length_23948_cov_3.620529	290751	2168151	0.134101
NODE_862_length_29847_cov_3.658969	145121	2118050	0.0685163
NODE_2328_length_22386_cov_3.394894	372700	2468253	0.150997
NODE_665_length_32010_cov_3.529003	228990	2607630	0.0878154
NODE_2761_length_21130_cov_3.474585	252319	1726749	0.146124
NODE_932_length_29308_cov_3.371974	201650	2228592	0.0904831
NODE_2991_length_20541_cov_3.582379	247239	1852043	0.133495
NODE_1869_length_23943_cov_3.695479	109963	1844822	0.0596063
NODE_653_length_32107_cov_3.055424	200091	2235940	0.0894885
NODE_2934_length_20680_cov_3.357757	433545	2096599	0.206785
NODE_682_length_31835_cov_3.764684	1844751	15352038	0.120163
NODE_136_length_44741_cov_3.447583	261333	3223555	0.0810698
NODE_2099_length_23179_cov_3.219411	279482	1892977	0.147642
NODE_2746_length_21193_cov_3.746421	81229	1520183	0.0534337
NODE_1237_length_27119_cov_3.221651	522420	3427894	0.152403
NODE_755_length_30978_cov_3.644354	156681	2368047	0.0661646
NODE_2148_length_22976_cov_3.442715	179204	1934638	0.0926292
NODE_2506_length_21847_cov_3.256253	258368	2112239	0.122319
NODE_2971_length_20594_cov_3.601464	204869	1805379	0.113477
NODE_3174_length_20160_cov_3.622252	551908	4697366	0.117493
NODE_1594_length_25094_cov_3.824765	1062947	5577386	0.190582
NODE_2542_length_21733_cov_3.803458	736473	3078897	0.2392
NODE_3249_length_20002_cov_3.361453	467914	2347420	0.199331
NODE_2568_length_21689_cov_3.330153	571947	4489615	0.127393
NODE_107_length_46358_cov_3.828142	148479	3331006	0.0445748
NODE_2593_length_21614_cov_3.318057	279911	1927979	0.145184
NODE_353_length_37362_cov_3.784290	497715	3919824	0.126974
NODE_3098_length_20294_cov_3.157267	963028	3556905	0.270749
NODE_59_length_52620_cov_3.445726	308686	3964068	0.077871
NODE_844_length_30035_cov_3.835783	108167	2287360	0.047289
NODE_2739_length_21215_cov_3.774579	59060	1572046	0.0375689
NODE_2456_length_21999_cov_3.522694	281013	1796517	0.156421
NODE_1435_length_25950_cov_3.647402	186083	1964629	0.0947166
NODE_3184_length_20133_cov_3.039982	2074436	4160368	0.498618
NODE_2154_length_22936_cov_3.672812	125352	1725240	0.0726577
NODE_2079_length_23248_cov_3.169727	252756	1856213	0.136168
NODE_244_length_40172_cov_3.395403	367045	3491198	0.105134
NODE_166_length_42782_cov_3.464635	222959	3098386	0.0719597
NODE_879_length_29702_cov_3.888896	165833	2123225	0.0781043
NODE_1453_length_25859_cov_3.251203	1289545	5012253	0.257279
NODE_333_length_37779_cov_3.312792	387822	3402199	0.113992
NODE_1558_length_25285_cov_3.777495	158833	1951635	0.0813846
NODE_1684_length_24707_cov_3.847773	523763	2480513	0.211151
NODE_1711_length_24613_cov_3.685486	150588	1792116	0.084028
NODE_1164_length_27579_cov_3.689265	251045	2019693	0.124299
NODE_2052_length_23320_cov_3.296111	513048	2542718	0.201771
NODE_3133_length_20236_cov_3.438248	445974	2059055	0.216592
NODE_2516_length_21823_cov_3.400571	325170	2277628	0.142767
NODE_1001_length_28761_cov_3.206196	272306	2492877	0.109234
NODE_1167_length_27563_cov_3.766203	178289	1917323	0.0929885
NODE_534_length_33726_cov_3.327207	255194	2538911	0.100513
NODE_640_length_32188_cov_3.633769	132169	2357392	0.0560658
NODE_1339_length_26475_cov_3.788937	191740	2208531	0.0868179
NODE_2731_length_21228_cov_3.091533	183409	1628570	0.11262
NODE_575_length_33169_cov_3.488570	497635	3408798	0.145985
NODE_888_length_29605_cov_3.468955	232637	2250569	0.103368
NODE_626_length_32351_cov_3.507379	173642	2572974	0.0674869
NODE_2756_length_21152_cov_3.718757	205512	2021669	0.101655
NODE_394_length_36102_cov_3.623615	170644	2708321	0.0630073
NODE_2282_length_22530_cov_3.323882	398926	2361379	0.168938
NODE_2983_length_20569_cov_3.150611	192632	1578756	0.122015
NODE_111_length_46104_cov_3.581915	598532	4251457	0.140783
NODE_1210_length_27265_cov_3.613782	108978	2012404	0.0541531
NODE_3246_length_20007_cov_2.848805	2626080	20916494	0.125551
NODE_2474_length_21958_cov_3.849536	448221	2310857	0.193963
NODE_493_length_34316_cov_3.769413	414343	2968179	0.139595
NODE_1254_length_26997_cov_3.671574	154299	2066149	0.0746795
NODE_971_length_29034_cov_3.766304	151518	2036908	0.0743863
NODE_579_length_33092_cov_3.612312	125376	2372014	0.0528563
NODE_3052_length_20377_cov_3.876516	190952	1517887	0.125801
NODE_85_length_49064_cov_5.712856	781752	8737592	0.08947
NODE_2134_length_23038_cov_3.680849	93009	1748207	0.0532025
NODE_2697_length_21335_cov_3.672678	199479	1680422	0.118708
NODE_2384_length_22203_cov_3.821933	137323	1819151	0.0754874
NODE_2087_length_23223_cov_3.867540	272484	1998369	0.136353
NODE_485_length_34438_cov_3.389441	220106	2595175	0.0848135
NODE_2646_length_21451_cov_3.523651	346305	2146578	0.161329
NODE_967_length_29067_cov_3.600766	340972	2502068	0.136276
NODE_113_length_45986_cov_3.459455	480400	3834199	0.125293
NODE_1680_length_24731_cov_4.176031	779841	4285682	0.181964
NODE_1549_length_25340_cov_3.535240	217837	2472843	0.0880917
NODE_1907_length_23750_cov_3.165532	318919	2044284	0.156005
NODE_1899_length_23788_cov_3.473173	119345	1781682	0.0669845
NODE_205_length_41392_cov_3.439324	1193401	5079515	0.234944
NODE_2299_length_22473_cov_3.306293	244926	1946814	0.125809
NODE_2869_length_20840_cov_3.237452	332074	2031530	0.16346
NODE_3194_length_20119_cov_3.267383	487808	1995385	0.244468
NODE_3069_length_20346_cov_3.512026	396573	2783339	0.142481
NODE_2114_length_23115_cov_3.352059	184056	1763510	0.104369
NODE_2167_length_22907_cov_3.160996	569073	2543657	0.223722
NODE_1514_length_25538_cov_3.563505	133717	1843562	0.0725319
NODE_1271_length_26888_cov_3.429878	150659	2111864	0.0713393
NODE_1198_length_27349_cov_3.397358	155326	2014821	0.0770917
NODE_369_length_36792_cov_3.280789	292736	2828025	0.103513
NODE_726_length_31225_cov_3.521493	1111942	7275279	0.152838
NODE_318_length_38226_cov_3.776484	319728	3226246	0.0991022
NODE_866_length_29787_cov_3.512497	224939	2071582	0.108583
NODE_2094_length_23205_cov_3.569246	399311	2777305	0.143776
NODE_2786_length_21075_cov_4.038997	152703	1586070	0.0962776
NODE_851_length_29972_cov_3.586918	1456067	9581387	0.151968
NODE_20_length_62940_cov_3.656116	332565	4817446	0.0690335
NODE_1865_length_23952_cov_3.468704	398631	2342396	0.170181
NODE_889_length_29602_cov_3.434871	449993	2681065	0.167841
NODE_2101_length_23170_cov_3.681722	65336	1673911	0.0390319
NODE_2598_length_21609_cov_3.502417	66672	1626485	0.0409915
NODE_1627_length_24973_cov_3.339431	203151	1911336	0.106287
NODE_3230_length_20043_cov_3.096621	142220	1510013	0.0941846
NODE_328_length_37933_cov_3.555506	249673	2738042	0.0911867
NODE_3175_length_20158_cov_3.537165	162292	1669751	0.0971953
NODE_1632_length_24951_cov_3.821383	271989	2233707	0.121766
NODE_1214_length_27237_cov_3.511939	450868	2647744	0.170284
NODE_1922_length_23710_cov_3.707552	399575	2310699	0.172924
NODE_3185_length_20131_cov_4.054762	182569	1639090	0.111384
NODE_3085_length_20325_cov_3.612331	2964794	13333581	0.222355
NODE_2432_length_22066_cov_3.732690	100948	1677756	0.0601685
NODE_211_length_41295_cov_3.722716	861139	4961606	0.173561
NODE_3113_length_20266_cov_3.488769	129195	1478767	0.0873667
NODE_484_length_34444_cov_3.509477	479744	5459364	0.0878754
NODE_770_length_30827_cov_3.356320	236774	2418364	0.0979067
NODE_1279_length_26813_cov_3.735944	219457	2016599	0.108825
NODE_385_length_36472_cov_3.453771	333142	3004769	0.110871
NODE_3062_length_20361_cov_3.324203	398286	2447805	0.162711
NODE_423_length_35677_cov_4.387234	414498	3909456	0.106024
NODE_1976_length_23525_cov_3.535175	120463	1682909	0.0715802
NODE_320_length_38202_cov_3.878015	266572	3191310	0.0835306
NODE_1412_length_26048_cov_4.035994	201366	2409351	0.0835769
NODE_1015_length_28697_cov_3.274914	244676	2175595	0.112464
NODE_2670_length_21411_cov_3.925629	116491	1545842	0.0753576
NODE_2610_length_21561_cov_2.993290	192955	1665686	0.115841
NODE_94_length_47905_cov_3.958081	322171	3767512	0.0855129
NODE_1775_length_24399_cov_3.357202	252455	2171603	0.116253
NODE_2718_length_21261_cov_3.357622	66283	1566636	0.0423091
NODE_2643_length_21458_cov_3.725877	248776	1985374	0.125304
NODE_1888_length_23836_cov_3.499221	1127634	5564324	0.202654
NODE_342_length_37512_cov_4.667869	823923	7187379	0.114635
NODE_428_length_35573_cov_3.471472	217907	2608710	0.0835306
NODE_605_length_32735_cov_3.236855	2084016	8347482	0.249658
NODE_2521_length_21813_cov_3.286820	102341	1622272	0.063085
NODE_1641_length_24919_cov_3.710113	176752	1908924	0.0925925
NODE_1891_length_23818_cov_3.615077	253323	2171793	0.116642
NODE_2838_length_20923_cov_3.452699	142219	1647242	0.0863376
NODE_835_length_30156_cov_3.522574	474731	2760271	0.171987
NODE_2205_length_22768_cov_3.500375	543269	2493611	0.217864
NODE_197_length_41809_cov_3.756749	611349	4083798	0.149701
NODE_1509_length_25576_cov_3.448797	126702	1817963	0.0696945
NODE_1929_length_23699_cov_3.638602	185935	1888980	0.0984314
NODE_3198_length_20101_cov_3.593291	635871	3703765	0.171682
NODE_1584_length_25153_cov_3.396583	216202	1930795	0.111976
NODE_316_length_38318_cov_3.757372	218230	2918615	0.0747718
NODE_2551_length_21725_cov_3.343707	173126	1624744	0.106556
NODE_1731_length_24556_cov_3.475120	352903	2918202	0.120932
NODE_3191_length_20125_cov_3.087736	205553	1730025	0.118815
NODE_1059_length_28283_cov_3.475163	405001	2922811	0.138566
NODE_391_length_36245_cov_3.625104	274856	2958148	0.0929149
